Run finished at Sun Feb 21 21:00:50 2021
Global runtime       = 187616ms / 187.616s
Number of processors = 1
# Rank: 0

                                                        Event |      Count |  Total[ms] |    Max[ms] |    Min[ms] |    Avg[ms] | Time Ratio |
---------------------------------------------------------------------------------------------------------------------------------------------
                                                      _GLOBAL |          1 |     187616 |     187616 |     187616 |     187616 |          1 |
                                                      advance |        963 |     149348 |        902 |         16 |        155 |      0.796 |
                                      advance/m2n.receiveData |        963 |        232 |          3 |          0 |          0 |    0.00124 |
                                         advance/m2n.sendData |        963 |        330 |          4 |          0 |          0 |    0.00176 |
                advance/map.pet.AO.FromFluid-MeshToSolid-Mesh |          1 |          0 |          0 |          0 |          0 |          0 |
                advance/map.pet.AO.FromSolid-MeshToFluid-Mesh |          1 |          0 |          0 |          0 |          0 |          0 |
    advance/map.pet.computeMapping.FromFluid-MeshToSolid-Mesh |          1 |        313 |        313 |        313 |        313 |    0.00167 |
    advance/map.pet.computeMapping.FromSolid-MeshToFluid-Mesh |          1 |        297 |        297 |        297 |        297 |    0.00158 |
  advance/map.pet.computeRescaling.FromFluid-MeshToSolid-Mesh |          1 |         41 |         41 |         41 |         41 |   0.000219 |
  advance/map.pet.computeRescaling.FromSolid-MeshToFluid-Mesh |          1 |         40 |         40 |         40 |         40 |   0.000213 |
    advance/map.pet.createMatrices.FromFluid-MeshToSolid-Mesh |          1 |          0 |          0 |          0 |          0 |          0 |
    advance/map.pet.createMatrices.FromSolid-MeshToFluid-Mesh |          1 |          0 |          0 |          0 |          0 |          0 |
             advance/map.pet.fillA.FromFluid-MeshToSolid-Mesh |          1 |          2 |          2 |          2 |          2 |   1.07e-05 |
             advance/map.pet.fillA.FromSolid-MeshToFluid-Mesh |          1 |          2 |          2 |          2 |          2 |   1.07e-05 |
             advance/map.pet.fillC.FromFluid-MeshToSolid-Mesh |          1 |          3 |          3 |          3 |          3 |    1.6e-05 |
             advance/map.pet.fillC.FromSolid-MeshToFluid-Mesh |          1 |          3 |          3 |          3 |          3 |    1.6e-05 |
           advance/map.pet.mapData.FromFluid-MeshToSolid-Mesh |        963 |      17103 |         74 |         11 |         17 |     0.0912 |
           advance/map.pet.mapData.FromSolid-MeshToFluid-Mesh |        963 |     107732 |        611 |          0 |        111 |      0.574 |
          advance/map.pet.postFill.FromFluid-MeshToSolid-Mesh |          1 |          0 |          0 |          0 |          0 |          0 |
          advance/map.pet.postFill.FromSolid-MeshToFluid-Mesh |          1 |          0 |          0 |          0 |          0 |          0 |
 advance/map.pet.preComputeMapping.FromFluid-MeshToSolid-Mesh |          1 |          0 |          0 |          0 |          0 |          0 |
 advance/map.pet.preComputeMapping.FromSolid-MeshToFluid-Mesh |          1 |          0 |          0 |          0 |          0 |          0 |
         advance/map.pet.preallocA.FromFluid-MeshToSolid-Mesh |          1 |         80 |         80 |         80 |         80 |   0.000426 |
         advance/map.pet.preallocA.FromSolid-MeshToFluid-Mesh |          1 |         78 |         78 |         78 |         78 |   0.000416 |
         advance/map.pet.preallocC.FromFluid-MeshToSolid-Mesh |          1 |        184 |        184 |        184 |        184 |   0.000981 |
         advance/map.pet.preallocC.FromSolid-MeshToFluid-Mesh |          1 |        170 |        170 |        170 |        170 |   0.000906 |
   advance/map.pet.solveConsistent.FromSolid-MeshToFluid-Mesh |       1926 |     106477 |        389 |          0 |         55 |      0.568 |
        advance/map.pet.solverInit.FromFluid-MeshToSolid-Mesh |          1 |          0 |          0 |          0 |          0 |          0 |
        advance/map.pet.solverInit.FromSolid-MeshToFluid-Mesh |          1 |          0 |          0 |          0 |          0 |          0 |
                                                    configure |          1 |          0 |          0 |          0 |          0 |          0 |
                                                     finalize |          1 |         42 |         42 |         42 |         42 |   0.000224 |
                                                   initialize |          1 |         11 |         11 |         11 |         11 |   5.86e-05 |
                  initialize/m2n.broadcastVertexDistributions |          1 |          0 |          0 |          0 |          0 |          0 |
                         initialize/m2n.buildCommunicationMap |          1 |          0 |          0 |          0 |          0 |          0 |
                          initialize/m2n.createCommunications |          1 |          2 |          2 |          2 |          2 |   1.07e-05 |
                    initialize/m2n.exchangeVertexDistribution |          1 |          2 |          2 |          2 |          2 |   1.07e-05 |
                       initialize/m2n.requestMasterConnection |          1 |          1 |          1 |          1 |          1 |   5.33e-06 |
                       initialize/m2n.requestSlavesConnection |          1 |          5 |          5 |          5 |          5 |   2.67e-05 |
                  initialize/partition.prepareMesh.Fluid-Mesh |          1 |          0 |          0 |          0 |          0 |          0 |
            initialize/partition.receiveGlobalMesh.Solid-Mesh |          1 |          2 |          2 |          2 |          2 |   1.07e-05 |
                                               solver.advance |        963 |      38143 |      37023 |          0 |         39 |      0.203 |
                                            solver.initialize |          1 |          2 |          2 |          2 |          2 |   1.07e-05 |


                                                         Name |        Max |  MaxOnRank |        Min |  MinOnRank |    Min/Max |
--------------------------------------------------------------------------------------------------------------------------------
                                                      _GLOBAL |     187616 |          0 |     187616 |          0 |          1 |
                                                      advance |        902 |          0 |         16 |          0 |  0.0177384 |
                                      advance/m2n.receiveData |          3 |          0 |          0 |          0 |          0 |
                                         advance/m2n.sendData |          4 |          0 |          0 |          0 |          0 |
                advance/map.pet.AO.FromFluid-MeshToSolid-Mesh |          0 |          0 |          0 |          0 |          0 |
                advance/map.pet.AO.FromSolid-MeshToFluid-Mesh |          0 |          0 |          0 |          0 |          0 |
    advance/map.pet.computeMapping.FromFluid-MeshToSolid-Mesh |        313 |          0 |        313 |          0 |          1 |
    advance/map.pet.computeMapping.FromSolid-MeshToFluid-Mesh |        297 |          0 |        297 |          0 |          1 |
  advance/map.pet.computeRescaling.FromFluid-MeshToSolid-Mesh |         41 |          0 |         41 |          0 |          1 |
  advance/map.pet.computeRescaling.FromSolid-MeshToFluid-Mesh |         40 |          0 |         40 |          0 |          1 |
    advance/map.pet.createMatrices.FromFluid-MeshToSolid-Mesh |          0 |          0 |          0 |          0 |          0 |
    advance/map.pet.createMatrices.FromSolid-MeshToFluid-Mesh |          0 |          0 |          0 |          0 |          0 |
             advance/map.pet.fillA.FromFluid-MeshToSolid-Mesh |          2 |          0 |          2 |          0 |          1 |
             advance/map.pet.fillA.FromSolid-MeshToFluid-Mesh |          2 |          0 |          2 |          0 |          1 |
             advance/map.pet.fillC.FromFluid-MeshToSolid-Mesh |          3 |          0 |          3 |          0 |          1 |
             advance/map.pet.fillC.FromSolid-MeshToFluid-Mesh |          3 |          0 |          3 |          0 |          1 |
           advance/map.pet.mapData.FromFluid-MeshToSolid-Mesh |         74 |          0 |         11 |          0 |   0.148649 |
           advance/map.pet.mapData.FromSolid-MeshToFluid-Mesh |        611 |          0 |          0 |          0 |          0 |
          advance/map.pet.postFill.FromFluid-MeshToSolid-Mesh |          0 |          0 |          0 |          0 |          0 |
          advance/map.pet.postFill.FromSolid-MeshToFluid-Mesh |          0 |          0 |          0 |          0 |          0 |
 advance/map.pet.preComputeMapping.FromFluid-MeshToSolid-Mesh |          0 |          0 |          0 |          0 |          0 |
 advance/map.pet.preComputeMapping.FromSolid-MeshToFluid-Mesh |          0 |          0 |          0 |          0 |          0 |
         advance/map.pet.preallocA.FromFluid-MeshToSolid-Mesh |         80 |          0 |         80 |          0 |          1 |
         advance/map.pet.preallocA.FromSolid-MeshToFluid-Mesh |         78 |          0 |         78 |          0 |          1 |
         advance/map.pet.preallocC.FromFluid-MeshToSolid-Mesh |        184 |          0 |        184 |          0 |          1 |
         advance/map.pet.preallocC.FromSolid-MeshToFluid-Mesh |        170 |          0 |        170 |          0 |          1 |
   advance/map.pet.solveConsistent.FromSolid-MeshToFluid-Mesh |        389 |          0 |          0 |          0 |          0 |
        advance/map.pet.solverInit.FromFluid-MeshToSolid-Mesh |          0 |          0 |          0 |          0 |          0 |
        advance/map.pet.solverInit.FromSolid-MeshToFluid-Mesh |          0 |          0 |          0 |          0 |          0 |
                                                    configure |          0 |          0 |          0 |          0 |          0 |
                                                     finalize |         42 |          0 |         42 |          0 |          1 |
                                                   initialize |         11 |          0 |         11 |          0 |          1 |
                  initialize/m2n.broadcastVertexDistributions |          0 |          0 |          0 |          0 |          0 |
                         initialize/m2n.buildCommunicationMap |          0 |          0 |          0 |          0 |          0 |
                          initialize/m2n.createCommunications |          2 |          0 |          2 |          0 |          1 |
                    initialize/m2n.exchangeVertexDistribution |          2 |          0 |          2 |          0 |          1 |
                       initialize/m2n.requestMasterConnection |          1 |          0 |          1 |          0 |          1 |
                       initialize/m2n.requestSlavesConnection |          5 |          0 |          5 |          0 |          1 |
                  initialize/partition.prepareMesh.Fluid-Mesh |          0 |          0 |          0 |          0 |          0 |
            initialize/partition.receiveGlobalMesh.Solid-Mesh |          2 |          0 |          2 |          0 |          1 |
                                               solver.advance |      37023 |          0 |          0 |          0 |          0 |
                                            solver.initialize |          2 |          0 |          2 |          0 |          1 |
